Structure;Propriétaire;Raison sociale;Nom;Ligne de commentaire;Contact principal;Civilité;Adresse électronique 1;Adresse électronique 2;Portable;Téléphone 1;Téléphone 2;Téléphone 3;Ville;État;Pays;Ligne d'adresse 1;Ligne d'adresse 2;Ligne d'adresse 3;Code Postal;Langue préférée;3 - Vos intérêts culturels;Domaine d'activité;Professionnel du spectacle;Partenaire;Vidy;Direction;Envoi;Tag;Médiation;2 - Newsletters spécifiques;1 - Newsletter générale (1x/semaine);Accepter les messages életroniques de l'institution;Courrier;Email;Remarque
308820;IMPCTCT_ImpPresse;Teamco Foundation Schweiz;Teamco Foundation Schweiz;;;;;;;;;;Niederurnen;;Suisse;;;;8867;fr;;;;;;;;;;;;T;;T;
308822;IMPCTCT_ImpPresse;UBS Kulturstiftung;UBS Kulturstiftung;;;;sh-kulturstiftung@ubs.com;;;41442343606;;;Zürich;;Suisse;AUGUSTINERHOF 1;;;8098;fr;;;;;;;;;;;;F;F;F;
308824;IMPCTCT_ImpPresse;UBS Optimus Foundation;UBS Optimus Foundation;;;;;;;;;;Zürich;;Suisse;AUGUSTINERHOF 1;;;8098;fr;;;;;;;;;;;;T;F;T;
308826;IMPCTCT_ImpPresse;UBS Stiftung für Soziales und Ausbildung;UBS Stiftung für Soziales und;Ausbildung;;;soziales-ausbildung@ubs.com;;;41442344452;;;Zürich;;Suisse;AUGUSTINERHOF 1;;;8098;fr;;;;;;;;;;;;F;F;F;
308828;IMPCTCT_ImpPresse;Ursula Wirz Stiftung;Ursula Wirz Stiftung;;;;;;;;;;Bern 14;;Suisse;SEFTIGENSTRASSE 2;CP 333;;3000;fr;;;;;;;;;;;;T;;T;
308830;IMPCTCT_ImpPresse;Velux Stiftung;Velux Stiftung;;;;;;;;;;Zürich;;Suisse;KIRCHGASSE 42;;;8001;fr;;;;;;;;;;;;T;;T;
308836;IMPCTCT_ImpPresse;VP Bank Stiftung;VP Bank Stiftung;;;;;;;;;;VADUZ;;Liechtenstein;AEULESTSRASSE 6;;;FL-949;fr;;;;;;;;;;;;T;;T;
308838;IMPCTCT_ImpPresse;W.A. de Vigier Stiftung;W.A. de Vigier Stiftung;;;;;;;;;;Solothurn;;Suisse;UNTERE STEINGRUBENSTRASSE 25;;;4501;fr;;;;;;;;;;;;T;;T;
308840;IMPCTCT_ImpPresse;atDta - Stiftung Hilfe zur Selbsthilfe;atDta - Stiftung Hilfe zur Selbsthilfe;;;;;;;;;;Jona;;Suisse;ZÜRCHERSTRASSE 156;;;8645;fr;;;;;;;;;;;;T;;T;
308844;IMPCTCT_ImpPresse;CHRISTOPH MERIAN STIFTUNG;CHRISTOPH MERIAN STIFTUNG;;;;n.unternaehrer@cms-basel.ch;;;41613733965;;;Basel;;Suisse;ST. ALBAN-VORSTADT 5;;;4002;fr;;;;;;;;;;;;F;F;F;hors Bâle ???
308846;IMPCTCT_ImpPresse;cogito foundation;cogito foundation;;;;;;;;;;Wollerau;;Suisse;SÄUMERSTRASSE 26;;;8832;fr;;;;;;;;;;;;T;;T;
308848;IMPCTCT_ImpPresse;ELEA FOUNDATION FOR ETHICS IN GLOBALIZATION;ELEA FOUNDATION;;;;;;;41434667744;;;Zürich;;Suisse;MÜHLEBACHSTRASSE 70;;;8008;fr;;;;;;;;;;;;T;;T;
308852;IMPCTCT_ImpPresse;Fidel Götz Stiftung;Fidel Götz Stiftung;;;;;;;;;;SCHAAN;;Liechtenstein;BENDERERSTRASSE 33;;;FL-9494;fr;;;;;;;;;;;;T;;T;
308854;IMPCTCT_ImpPresse;FONDATION DES FONDATEURS;FONDATION DES FONDATEURS;;;;info@fondateurs.ch;;;;;;Zürich;;Suisse;Kirchgasse 42;;;8001;fr;;;;;;;;;;;;T;F;F;Fondation des Fondateurs - fondation parapluie, gère les octrois de fondations domiciliées chez eux
308856;IMPCTCT_ImpPresse;Fondation Lombard Odier;Fondation Lombard Odier;;;;contact@fondationlombardodier.org;;;;;;Genève;;Suisse;RUE DE LA CORRATERIE 11;;;1204;fr;;;;;;;;;;;;F;;T;
308858;IMPCTCT_ImpPresse;Fondation Pro Victimis;Fondation Pro Victimis;;;;;;;;;;Genève;;Suisse;RUE ST-OURS 5;;;1205;fr;;;;;;;;;;;;T;;T;
308860;IMPCTCT_ImpPresse;FORBERG STIFTUNG;FORBERG STIFTUNG;;;;info@forbergstiftung.org;;;;;;Bern;;Suisse;CP 2361;;;3001;fr;;;;;;;;;;;;T;;T;
308862;IMPCTCT_ImpPresse;Forlen Stiftung;Forlen Stiftung;;;;;;;;;;Basel;;Suisse;GENERAL GUISANSTRASSE 30;;;4054;fr;;;;;;;;;;;;T;;T;
308866;IMPCTCT_ImpPresse;GGG Stiftung für das Gesundheitswesen;GGG Stiftung für das Gesundheitswesen;;;;;;;;;;Basel;;Suisse;IM SCHMIEDENHOF 10;CP 628;;4001;fr;;;;;;;;;;;;T;;T;
308868;IMPCTCT_ImpPresse;Hatt-Bucher-Stiftung;Hatt-Bucher-Stiftung;;;;;;;;;;Zürich;;Suisse;C/O FOCUSALTER GMBH;CP 1812;;8027;fr;;;;;;;;;;;;T;;T;
308870;IMPCTCT_ImpPresse;Helmut Horten Stiftung;Helmut Horten Stiftung;;;;;;;;;;Agno / Lugano;;Suisse;WORLD TRADE CENTER;;;6982;fr;;;;;;;;;;;;T;;T;
308872;IMPCTCT_ImpPresse;Humer-Stiftung für akademische Nachwuchskräfte;Humer-Stiftung für akademische;Nachwuchskräfte;;;;;;;;;Zürich;;Suisse;KIRCHGASSE 38;;;8001;fr;;;;;;;;;;;;T;;T;
308874;IMPCTCT_ImpPresse;Johann Wolfgang von Goethe-Stiftung;Johann Wolfgang von Goethe-Stiftung;;;;;;;;;;Basel;;Suisse;RENNWEG 51;CP 513;;4052;fr;;;;;;;;;;;;T;;T;
308876;IMPCTCT_ImpPresse;LEMANN FOUNDATION;LEMANN FOUNDATION;;;;christoph.peter@nobel-hug.ch;;;41442697777;;;Zürich;;Suisse;RECHTSANWÄLTE;DUFOURSTRASSE 29;CP 1372;8032;fr;;;;;;;;;;;;F;;T;
308878;IMPCTCT_ImpPresse;Feldmann Foundation;Feldmann Foundation;;;;;;;;;;Zumikon;;Suisse;FADACHER 15;;;8126;fr;;;;;;;;;;;;T;;T;
308884;IMPCTCT_ImpPresse;Dätwyler Stiftung;Dätwyler Stiftung;;;;;;;;;;Altdorf;;Suisse;GOTTHARDSTRASSE 31;;;6460;fr;;;;;;;;;;;;T;;T;
308886;IMPCTCT_ImpPresse;Fondation Philanthropia;Fondation Philanthropia;;;;;;;;;;Genève;;Suisse;RUE DE LA CORRATERIE 11;;;1204;fr;;;;;;;;;;;;T;;T;
308888;IMPCTCT_ImpPresse;Fondation Claude et Giuliana;Fondation Claude et Giuliana;;;;;;;;;;VADUZ;;Liechtenstein;KIRCHSTRASSE 12;;;FL-9490;fr;;;;;;;;;;;;T;;T;
308896;IMPCTCT_ImpPresse;CREDIT SUISSE FOUNDATION (Jubilee Fund);CREDIT SUISSE FOUNDATION;(Jubiläumsfonds);;;csg.foundations@credit-suisse.com;;;41443333242;;;Zürich;;Suisse;PARADEPLATZ 8;;;8070;fr;;;;;;;;;;;;F;F;F;
308898;IMPCTCT_ImpPresse;Dr. Max Husmann-Stiftung;Dr. Max Husmann-Stiftung;;;;;;;;;;Zürich;;Suisse;ENGLISCHVIERTELSTR. 58;CP 1607;;8032;fr;;;;;;;;;;;;T;;T;
308900;IMPCTCT_ImpPresse;Dr. Adolf Streuli-Stiftung;Dr. Adolf Streuli-Stiftung;;;;;;;;;;Zürich;;Suisse;C/O PRÄSIDIAL;DEPARTEMENT DER STADT ZÜRICHPOSTFACH;;8022;fr;;;;;;;;;;;;T;;T;
308902;IMPCTCT_ImpPresse;20 MINUTES SA;20 MINUTES SA;;;;web@20minutes.ch;;;;;;Lausanne;;Suisse;AV. DE LA GARE 33;;;1003;fr;;;;;;;;;;;;T;;T;
308983;IMPCTCT_ImpPresse;Enjeux du Monde;Enjeux du Monde;;;;;;;;;;PARIS;;France;RUE CHANZY 44;;;75011;fr;;;;;;;;;;;;T;;T;
308985;IMPCTCT_ImpPresse;INSTITUT FRANÇAIS DE HEIDELBERG;INSTITUT FRANÇAIS DE HEIDELBERG;;;;if2@gmx.com;;;;;;HEIDELBERG;;Allemagne;SEMINARSTRASSE 3;;;69117;fr;;;;;;;;;;;;T;;T;
308996;sync;LIBÉRATION;LIBÉRATION;;;;;;;;;;PARIS;;France;113, avenue de Choisy 75013 Paris;;;75015;fr;;;;;;;;;;;;T;;T;
309006;IMPCTCT_ImpPresse;L'Evenement du Jeudi;L'Evenement du Jeudi;;;;;;;;;;PARIS;;France;RUE CHRISTINE 2;;;75006;fr;;;;;;;;;;;;T;;T;
309008;IMPCTCT_ImpPresse;Magazine Littéraire;Magazine Littéraire;;;;;;;;;;PARIS;;France;RUE SAINT-PÈRE 40;;;75007;fr;;;;;;;;;;;;T;;T;
309025;IMPCTCT_ImpPresse;Radio France Internationale;Radio France Internationale;;;;;;;;;;PARIS;;France;AV. DU PRÉSIDENT KENNEDY 116;;;75016;fr;;;;;;;;;;;;T;;T;
309029;IMPCTCT_ImpPresse;F.I.T.;F.I.T.;;;;cci@ain.cci.fr;;;;;;FERNEY-VOLTAIRE;;France;CH. DU LEVANT 13;;;1210;fr;;;;;;;;;;;;T;;T;
309038;IMPCTCT_ImpPresse;Frankfurter Allgemeine Zeitung;Frankfurter Allgemeine Zeitung;;;;info@faz.net;;;;;;FRANCFORT;;Allemagne;HELLERHOFSTRASSE 2;;;60327;fr;;;;;;;;;;;;F;;T;
309051;IMPCTCT_ImpPresse;DIE PRESSE;DIE PRESSE;;;;chefredaktion@diepresse.com;;;;;;VIENNE;;Autriche;PARKRING 12;;;1010;fr;;;;;;;;;;;;T;;T;
309070;IMPCTCT_ImpPresse;BERLINER ZEITUNG;Berliner Zeitung;;;;info@berlinerverlag.com;;;;;;BERLIN;;Allemagne;KARL LIEBKNECHT STRASSE 29;;;10178;fr;;;;;;;;;;;;T;;T;
309076;IMPCTCT_ImpPresse;DER STANDARD;DER STANDARD;;;;redaktion@derstandard.at;;;;;;WIEN;;Autriche;HERRENGASSE 19-21;;;1010;fr;;;;;;;;;;;;T;;T;
309082;IMPCTCT_ImpPresse;Le Journal du Dimanche;Le Journal du Dimanche;;;;;;;;;;LEVALLOIS PERRET;;France;RUE ANATOLE FRANCE 149;;;92534;fr;;;;;;;;;;;;T;;T;
309084;IMPCTCT_ImpPresse;PARISCOPE;PARISCOPE;;;;;;;;;;LEVALLOIS PERRET CEDEX;;France;10, RUE THIERRY LE LURON 92;;;92534;fr;;;;;;;;;;;;T;;T;
309092;IMPCTCT_ImpPresse;JDD - LE JOURNAL DU DIMANCHE;JDD - LE JOURNAL DU DIMANCHE;;;;;;;;;;LEVALLOIS-PERRET CEDEX;;France;RUE ANATOLE FRANCE 149;;;92534;fr;;;;;;;;;;;;T;;T;
309113;IMPCTCT_ImpPresse;ELLE;ELLE;;;;;;;;;;LEVALLOIS PERRET;;France;RUE ANATOLE FRANCE 149;;;92534;fr;;;;;;;;;;;;T;;T;
309142;IMPCTCT_ImpPresse;LA TRIBUNE;LA TRIBUNE;;;;;;;;;;PARIS CEDEX 15;;France;RUE ORADOUR SUR GLANE 26;;;75725;fr;;;;;;;;;;;;T;;T;
309180;IMPCTCT_ImpPresse;PARIS LIBERE;PARIS LIBERE;;;;;;;;;;ST OUEN;;France;AVENUE MICHELET 25;;;93400;fr;;;;;;;;;;;;T;;T;
309201;IMPCTCT_ImpPresse;LA CANARD ENCHAINE;LE CANARD ENCHAINE;;;;;;;;;;PARIS;;France;RUE SAINT-HONORÉ 173;;;75001;fr;;;;;;;;;;;;T;;T;
309203;IMPCTCT_ImpPresse;CHARLIE-HEBDO;CHARLIE-HEBDO;;;;;;;;;;PARIS;;France;RUE DE TURBIGO 44;;;75003;fr;;;;;;;;;;;;T;;T;
309220;IMPCTCT_ImpPresse;IDFM;IDFM;;;;;;;;;;ENGHIEN-LES-BAINS;;France;AVENUE DE CEINTURE 46;;;95880;fr;;;;;;;;;;;;T;;T;
309227;IMPCTCT_ImpPresse;VSD;VSD;;;;;;;;;;PARIS;;France;RUE GALVANI 15;;;75017;fr;;;;;;;;;;;;T;;T;
309270;IMPCTCT_ImpPresse;AGENCE FRANCE PRESSE;AGENCE FRANCE PRESSE;;;;;;;;;;PARIS;;France;PL. DE LA BOURSE 11-13;CP 20;;75002;fr;;;;;;;;;;;;T;;T;
309274;IMPCTCT_ImpPresse;Aide-Mémoire - Molières;Aide-Mémoire - Molières;;;;les-molieres@wanadoo.fr;;;33140700291;33147237233;;PARIS;;France;RUE DU COLONEL DRIANT 2;;;75001;fr;;com;;;;;;;;;;F;;T;
309292;IMPCTCT_ImpPresse;RADIO FRIBOURG;RADIO FRIBOURG;;;;radiofr@radiofr.ch;;;41263515100;;;Villars-Glâne 1;;Suisse;Rue du Centre 18;Case postale 160;;1752;fr;;;;;;;;;;;;T;;T;
309323;IMPCTCT_ImpPresse;Süddeutsche Zeitung;Süddeutsche Zeitung;;;;;;;498921830;;;MUNICH;;Allemagne;SENDLINGERSTRASSE 8;;;80331;fr;;;;;;;;;;;;T;;T;
309327;IMPCTCT_ImpPresse;BASLER ZEITUNG;Basler Zeitung;;;;;;;;;;Basel;;Suisse;HOCHBERGSTRASSE 15;;;4002;de;;;;;;;;;;;;T;;T;
309341;IMPCTCT_ImpPresse;Rheinischer Merkur Verlag und Redaktion;Rheinischer Merkur Verlag und;Redaktion;;;redaktion@merkur-zeitschrift.de;;;;;;BONN;;Allemagne;FOTOREDAKTIONGODESBERGER ALLEE 91;;;53175;fr;;;;;;;;;;;;T;;T;
309345;IMPCTCT_ImpPresse;Le Journal de Saône et Loire;Le Journal de Saône et Loire;;;;jslventesweb@lejsl.com;;;;;;CHÂLON SUR SAÔNE;;France;SAMEDI ET CIE;CP 134;;71104;fr;;;;;;;;;;;;T;;T;
309347;IMPCTCT_ImpPresse;Der Tagesspiegel;Der Tagesspiegel;;;;leserservice@tagesspiegel.de;;;;;;BERLIN;;Allemagne;POSTDAMMER STRASSE 87;;;10785;fr;;;;;;;;;;;;T;;T;
309366;IMPCTCT_ImpPresse;Cancer World;Cancer World;;;;info@spcc.net;;;;;;SAINT-MANDÉ;;France;RUE DE L’AMIRAL COURBET 7;;;94160;fr;;;;;;;;;;;;F;;T;
309369;IMPCTCT_ImpPresse;Le point;Le point;;;;abo@lepoint.fr;;;;;;PARIS;;France;AV. DU MAINE 74;;;75014;fr;;;;;;;;;;;;T;;T;
309373;IMPCTCT_ImpPresse;Les lettres françaises;Les lettres françaises;;;;liaison@editionshelvetius.com;;;;;;PARIS;;France;BLD PEREIRE 217;;;75017;fr;;;;;;;;;;;;T;;T;
309375;IMPCTCT_ImpPresse;Les Petits Ruisseaux;Les Petits Ruisseaux;;;;contact@artcena.fr;;;;;;PARIS;;France;2 COUR DU LIÉGAT;;;75013;fr;;;;;;;;;;;;T;;T;
309381;IMPCTCT_ImpPresse;Le Généraliste;Le Généraliste;;;;;;;;;;PARIS;;France;RUE SAINT-JACQUES 246;;;75005;fr;;;;;;;;;;;;T;;T;
309389;sync;RADIO TÉLÉVISION SUISSE;RADIO TÉLÉVISION SUISSE;;;;rtsinfo-vaud@rts.ch;;;;;;Lausanne;;Suisse;Avenue du temple 40;Case postale 78;;1010;fr;;;;;;;;envoinb10;;;;T;;T;
309401;IMPCTCT_ImpPresse;Arte France Unité Fiction;Arte France Unité Fiction;;;;projets@artefrance.fr;;;;;;ISSY;;France;RUE MARCEAU 8;;;92130;fr;;;;;;;;;;;;F;;T;
309405;IMPCTCT_ImpPresse;BILAN;BILAN;;;;bilan@bilan.ch;;;;;;Genève 11;;Suisse;RUE DES ROIS 11;CP 5115;;1211;fr;;;;;;;;;;;;T;;T;
309409;IMPCTCT_ImpPresse;Rédaction Edelweiss & Type;Rédaction Edelweiss & Type;;;;;;;;;;Genève;;Suisse;RUE CHANTEPOULET 1-2;CP 428;;1211;fr;;;;;;;;;;;;T;;T;
309427;IMPCTCT_ImpPresse;Théâtres;Théâtres;;;;hello@theatreinparis.com;;;;;;PARIS;;France;RUE DU PÉLICAN 9;;;75001;fr;;;;;;;;;;;;F;;T;
309433;sync;RTS - ESPACE 2;RTS - ESPACE 2;;;;rtsinfo-geneve@rts.ch;;;;;;Genève;;Suisse;Quai Ernest-Ansermet 20;Case postale 234;;1221;fr;;;;;;;;;;;;T;;T;
309437;IMPCTCT_ImpPresse;La Terrasse;La Terrasse;;;;la.terrasse@wanadoo.fr;;;;;;PARIS;;France;AVENUE DE CORBÉRA 4;;;75012;fr;;;;;;;;;;;;T;;T;
309453;IMPCTCT_ImpPresse;TAGES ANZEIGER;TAGES ANZEIGER;;;;redaktion@tages-anzeiger.ch;;;41442484411;;;Zurich;;Suisse;WERDSTRASSE 21;;;8021;fr;;;;;;;;;;;;T;;T;
309461;IMPCTCT_ImpPresse;Elle Magazine Suisse;Elle Magazine Suisse;;;;redaction@ellesuisse.ch;;;;;;Lausanne;;Suisse;Rue du Simplon 3D;;;1004;fr;;;;;;;;;;;;T;;T;
309469;IMPCTCT_ImpPresse;Dissonances;Dissonances;;;;;;;;;;Lausanne;;Suisse;AV. DU MONT D’OR 54;;;1007;fr;;;;;;;;;;;;T;;T;
309481;IMPCTCT_ImpPresse;Amnesty International;Amnesty International;;;;info@amnestylausanne.ch;;;;;;Lausanne;;Suisse;;;;1003;fr;;;;;;;;;;;;T;;T;
309483;IMPCTCT_ImpPresse;COOPÉRATION;COOPÉRATION;;;;cooperation@coop.ch;;;;;;Bâle;;Suisse;Case postale 2550;;;4002;fr;;;;;;;;;;;;F;F;T;
309491;IMPCTCT_ImpPresse;Helvetic Média SA;Helvetic Média SA;;;;geneve@helvetia.ch;;;;;;Carouge;;Suisse;RUE BLAVIGNAC 10;;;1227;fr;;;;;;;;;;;;T;;T;
309495;IMPCTCT_ImpPresse;FREQUENCE BANANE LAUSANNE;FREQUENCE BANANE LAUSANNE;;;;redaction@frequencebanane.ch;;;;;;Lausanne;;Suisse;PPB 920 (Bâtiment PPB);Station 15;;1015;fr;;;;;;;;RelaisDirPublics régulier, vie univ;;;;T;T;T;
309503;IMPCTCT_ImpPresse;Magazin Bolero;Magazin Bolero;;;;helen.pombo@boleromagazin.ch;;;;;;Zurich;;Suisse;;;;8045;fr;;;;;;;;;;;;T;;T;
309548;IMPCTCT_ImpPresse;Europa Times;Europa Times;;;;eplobelgium@europarl.europa.eu;;;;;;BRUXELLES;;Belgique;AV. LOUISE 350;;;1050;fr;;;;;;;;;;;;T;;T;
309552;IMPCTCT_ImpPresse;La Repubblica;La Repubblica;;;;larepubblica@repubblica.it;;;;;;ROME;;Italie;VIA RAMAZZINI 8;;;20129;fr;;;;;;;;;;;;T;;T;
309555;IMPCTCT_ImpPresse;L'Unita;L'Unita;;;;redazione@unita.it;;;;;;ROME;;Italie;VIA FELICE CASALI 32;;;20124;fr;;;;;;;;;;;;T;;T;
309567;IMPCTCT_ImpPresse;COMMISSION POUR L'UNESCO;Commission pour l’Unesco;;;;natcom.fr@natcom.unesco.org;;;;;;PARIS;;France;RUE SAINT-MARTIN 210;;;75003;fr;;;;;;;;;;;;T;;T;
309569;IMPCTCT_ImpPresse;ONDA;ONDA;;;;artistique@onda.fr;;;33142802822;;;PARIS;;France;RUE HENRI MONNIER 13BIS;;;75009;fr;danse,debats,musart,music,theatre;;;;;;;GRACEst;;;;T;;T;
309576;IMPCTCT_ImpPresse;Frankfurter Rundschau;Frankfurter Rundschau;;;;chefredaktion@fr.de;;;;;;FRANCFORT;;Allemagne;GROSSE ESCHENHEIMER STRASSE 16-18;;;60266;fr;;;;;;;;;;;;T;;T;
309583;IMPCTCT_ImpPresse;THEATER HEUTE;THEATER HEUTE;;;;redaktion@theaterheute.de;;;;;;BERLIN;;Allemagne;REINHARDTSTRASSE 29;;;10117;fr;;;;;;;;;;;;T;;T;
309585;IMPCTCT_ImpPresse;THEATER DER ZEIT;THEATER DER ZEIT;;;;redaktion@theaterheute.de;;;;;;BERLIN;;Allemagne;IM PODEWIL - KLOSTERSTRASSE 68-70;;;10179;fr;;;;;;;;;;;;T;;T;
309591;IMPCTCT_ImpPresse;DIE DEUTSCHE BUHNE;DIE DEUTSCHE BUHNE;;;;info@die-deutsche-buehne.de;;;;;;COLOGNE;;Allemagne;ST-APERNSTRASSE 17-21;;;50667;fr;;;;;;;;;;;;T;;T;
309592;IMPCTCT_ImpPresse;Musik & Theater;Musik & Theater;;;;redaktion@musikundtheater.ch;;;41014931176;41014917188;;Zürich;;Suisse;CP 1680;;;8040;fr;;com;;;;;;;;;;T;;T;
309600;IMPCTCT_ImpPresse;DER SPIEGEL;DER SPIEGEL;;;;community@spiegel.de;;;;;;HAMBOURG;;Allemagne;BRANDSWIETE 19;;;20457;fr;;;;;;;;;;;;T;;T;
309604;IMPCTCT_ImpPresse;DIE ZEIT;DIE ZEIT;;;;diezeit@zeit.de;;;;;;HAMBOURG;;Allemagne;PRESSEHAUS, SPEERSORT 1;;;20079;fr;;;;;;;;;;;;T;;T;
309608;IMPCTCT_ImpPresse;Focus / Kultur;Focus / Kultur;;;;redaktion@focus.de;;;;;;MÜNCHEN;;Allemagne;ARABELLASTRASSE 21;;;81925;fr;;;;;;;;;;;;T;;T;
309610;IMPCTCT_ImpPresse;Kurier - Kultur;Kurier - Kultur;;;;leser@kurier.at;;;;;;WIEN;;Autriche;SEIDENGASSE 11;;;1070;fr;;;;;;;;;;;;T;;T;
309620;sync;TÉLÉRAMA;TÉLÉRAMA;;;;;;;;;;;;;;;;;fr;;;;;;;;;;;;T;;T;
309643;IMPCTCT_ImpPresse;Le Pélerin;Le Pélerin;;;;;;;33174316060;;;MONTROUGE CEDEX;;France;RUE BARBÈS 18;;;92128;fr;;com;;;;;;;;;;T;;T;
309654;IMPCTCT_ImpPresse;ADEN;ADEN;;;;;;;;;;PARIS;;France;PASSAGE DE LA BOULE BLANCHE 9;;;75012;fr;;;;;;;;;;;;T;;T;
309656;IMPCTCT_ImpPresse;Paris Match;Paris Match;;;;;;;;;;LEVALLOIS PERRET;;France;RUE ANATOLE FRANCE 149;;;92598;fr;;;;;;;;;;;;T;;T;
309662;IMPCTCT_ImpPresse;RADIO NOVA;RADIO NOVA;;;;;;;;;;PARIS;;France;RUE DU FBG ST-ANTOINE 33;;;75011;fr;;;;;;;;;;;;T;;T;
309674;IMPCTCT_ImpPresse;L’Express;L’Express;;;;;;;;;;PARIS CEDEX 09;;France;RUE DU CHÂTEAUDUN 29;;;75308;fr;;;;;;;;;;;;T;;T;
309721;IMPCTCT_ImpPresse;La Croix;La Croix;;;;;;;;;;MONTROUGE CEDEX;;France;RUE BARBÈS 18;;;92128;fr;;;;;;;;;;;;T;;T;
309723;IMPCTCT_ImpPresse;LE PARISIE LIBERE;LE PARISIE LIBERE;;;;;;;;;;ST OUEN;;France;AVENUE MICHELET 25;;;93400;fr;;;;;;;;;;;;T;;T;
309733;IMPCTCT_ImpPresse;Le Parisien;Le Parisien;;;;;;;;;;SAINT-OUEN;;France;AVENUE MICHELET 25;;;93400;fr;;;;;;;;;;;;T;;T;
309745;IMPCTCT_ImpPresse;L’HUMANITÉ;L’HUMANITÉ;;;;;;;;;;SAINT-DENIS CEDEX;;France;RUE AMBROISE CROISAT 164;;;93528;fr;;;;;;;;;;;;T;;T;
309748;IMPCTCT_ImpPresse;RADIO FREQUENCE PROTESTANTE;RADIO FREQUENCE PROTESTANTE;;;;;;;;;;PARIS;;France;RUE DENIS POISSON 1;;;75017;fr;;;;;;;;;;;;T;;T;
309750;IMPCTCT_ImpPresse;MOUVEMENT;MOUVEMENT;;;;;;;;;;PARIS;;France;14 rue Charles V;;;75004;fr;;;;;;;;;;;;T;;T;
309777;IMPCTCT_ImpPresse;Radio Chablais;Radio Chablais;;;;info@radiochablais.ch;;;;;;Monthey 1;;Suisse;RUE DES FOURS 11A;;;1870;fr;;;;;;;;;;;;T;;T;
309781;IMPCTCT_ImpPresse;A.S. Editions;A.S. Editions;;;;;;;;;;NOGENT SUR MARNE;;France;RUE NOUVELLE 1;;;94130;fr;;;;;;;;;;;;T;;T;
309785;IMPCTCT_ImpPresse;CDN de Paris - Théâtre Ouvert;CDN de Paris - Théâtre Ouvert;;;;;;;;;;PARIS;;France;RUE MASSERAN 10;;;75007;fr;;;;;;;;;;;;T;;T;
309791;IMPCTCT_ImpPresse;Aligre FM;Aligre FM;;;;;;;;;;PARIS;;France;RUE DE MONTREUIL 42;;;75011;fr;;;;;;;;;;;;T;;T;
309795;IMPCTCT_ImpPresse;Ville d'Avignon;Ville d'Avignon;;;;;;;;;;JONQUERETTES;;France;AVENUE DU MONT VENTOUX 147;;;84450;fr;;;;;;;;;;;;T;;T;
309805;IMPCTCT_ImpPresse;Le Soir;Le Soir;;;;;;;;;;BRUXELLES;;Belgique;RUE JULES BESME 97;;;1081;fr;;;;;;;;;;;;T;;T;
309807;IMPCTCT_ImpPresse;Midi Libre;Midi Libre;;;;;;;;;;AVIGNON;;France;AVENUE MARTELANGE 2;;;84000;fr;;;;;;;;;;;;T;;T;
309819;IMPCTCT_ImpPresse;La Quinzaine Littéraire;La Quinzaine Littéraire;;;;;;;;;;PARIS;;France;RUE DU VERT-BOIS 12;;;75003;fr;;;;;;;;;;;;T;;T;
309821;IMPCTCT_ImpPresse;L'Express;L'Express;;;;;;;;;;PARIS;;France;RUE MARGUERITE 3;;;75017;fr;;;;;;;;;;;;T;;T;
309825;IMPCTCT_ImpPresse;Valeurs Actuelles - France Inter;Valeurs Actuelles - France Inter;;;;;;;;;;PARIS;;France;PLACE GUSTAVE TOUDOUZE;;;75009;fr;;;;;;;;;;;;T;;T;
309827;IMPCTCT_ImpPresse;FRANCE 3;FRANCE 3;;;;;;;;;;PARIS;;France;RUE D’ARSONVAL;;;75015;fr;;;;;;;;;;;;T;;T;
309833;IMPCTCT_ImpPresse;BEAUX ARTS MAGAZINE;BEAUX ARTS MAGAZINE;;;;;;;;;;PARIS;;France;RUE SAINT MAUR 16-20;;;75011;fr;;;;;;;;;;;;T;;T;
309837;IMPCTCT_ImpPresse;RTL;RTL;;;;;;;;;;PARIS;;France;RUE BONAPARTE 70;;;75006;fr;;;;;;;;;;;;T;;T;
309841;IMPCTCT_ImpPresse;FRANCE INTER;FRANCE INTER;;;;;;;;;;PARIS;;France;AV. DU PDT KENNEDY 116;;;75016;fr;;;;;;;;;;;;T;;T;
309843;IMPCTCT_ImpPresse;ARTE FRANCE;ARTE FRANCE;;;;;;;;;;PARIS;;France;RUE DU TEXEL 24;;;75014;fr;;;;;;;;;;;;T;;T;
309845;IMPCTCT_ImpPresse;RTL;RTL;;;;;;;;;;PARIS;;France;RUE DE MONCEAU 65;;;75017;fr;;;;;;;;;;;;T;;T;
309850;IMPCTCT_ImpPresse;RTBF Journal Parle;RTBF Journal Parle;;;;rtbf.info@rtbf.be;;;;;;BRUXELLES;;Belgique;BOULEVARD GENERAL JACQUES 5BOITE 5;;;1050;fr;;;;;;;;;;;;T;;T;
309853;IMPCTCT_ImpPresse;The Stage;The Stage;;;;;;;;;;PARIS;;France;AV. DE LA RÉPUBLIQUE 95;;;75011;fr;;;;;;;;;;;;T;;T;
309856;IMPCTCT_ImpPresse;Les Temps Modernes;Les Temps Modernes;;;;;;;;;;PARIS;;France;RUE DE TURBIGO 15;;;75002;fr;;;;;;;;;;;;T;;T;
309860;IMPCTCT_ImpPresse;La Provence Avignon;La Provence Avignon;;;;;;;;;;AVIGNON;;France;RUE SUREAU 21;;;84000;fr;;;;;;;;;;;;T;;T;
